timestamp,equipment_id,oil_temp_top_celsius,oil_temp_bottom_celsius,load_mva,ambient_temp_celsius,cooling_fan_status,winding_temp_celsius
2023-05-16,TRANS_049,77.3,63.5,56.8,37.7,1,86.2
2023-05-16,TRANS_050,71.8,58.2,52.7,36.3,0,83.1
2023-05-17,TRANS_001,73.3,61.6,47.1,31.5,0,82.9
2023-05-17,TRANS_002,78.9,66.4,63.8,37.7,1,90.5
2023-05-17,TRANS_003,73.5,59.5,51.8,38.1,1,82.7
2023-05-17,TRANS_004,76.7,65.9,62.8,31.4,1,86.5
2023-05-17,TRANS_005,78.2,66.9,61.0,37.6,1,88.8
2023-05-17,TRANS_006,72.1,61.6,51.5,28.7,0,81.9
2023-05-17,TRANS_007,75.6,63.3,60.6,32.1,1,86.4
2023-05-17,TRANS_010,75.5,64.1,53.0,30.6,1,82.9
2023-05-17,TRANS_011,78.7,65.4,69.1,40.2,1,87.5
2023-05-17,TRANS_012,77.5,63.9,60.5,32.5,1,88.2
2023-05-17,TRANS_013,83.0,71.7,79.8,35.2,1,94.7
2023-05-17,TRANS_014,75.1,62.3,56.8,35.3,1,87.8
2023-05-17,TRANS_015,72.7,61.0,47.7,31.7,0,81.4
2023-05-17,TRANS_017,74.2,63.6,49.0,33.2,0,83.3
2023-05-17,TRANS_018,73.3,63.3,46.4,31.2,1,81.6
2023-05-17,TRANS_019,76.1,64.9,62.4,32.9,1,85.2
2023-05-17,TRANS_020,78.4,65.6,72.9,30.3,1,92.8
2023-05-17,TRANS_021,73.4,62.5,51.5,35.9,0,84.0
2023-05-17,TRANS_022,75.9,65.7,52.2,31.3,1,87.4
2023-05-17,TRANS_023,81.1,69.5,63.5,36.8,1,92.9
2023-05-17,TRANS_024,76.4,63.1,61.4,29.9,1,86.3
2023-05-17,TRANS_025,76.9,63.8,56.4,37.0,1,87.9
2023-05-17,TRANS_026,73.6,61.9,44.6,36.3,0,85.5
2023-05-17,TRANS_027,75.7,64.3,49.2,35.7,1,85.7
2023-05-17,TRANS_028,80.8,69.4,63.6,30.2,1,91.3
2023-05-17,TRANS_029,77.7,65.6,56.4,31.3,1,88.3
2023-05-17,TRANS_030,83.2,73.0,83.7,31.0,1,96.2
2023-05-17,TRANS_031,76.4,65.4,58.4,32.2,1,89.6
2023-05-17,TRANS_032,77.0,65.0,60.2,32.4,1,89.8
2023-05-17,TRANS_033,74.0,63.8,47.7,39.5,1,83.1
2023-05-17,TRANS_034,74.6,64.2,54.3,34.3,0,84.6
2023-05-17,TRANS_035,78.6,65.2,63.4,30.3,1,91.6
2023-05-17,TRANS_036,79.3,67.2,67.6,32.0,1,91.7
2023-05-17,TRANS_037,79.2,66.7,67.2,36.2,1,90.0
2023-05-17,TRANS_038,76.6,66.6,56.1,37.6,1,86.9
2023-05-17,TRANS_039,75.3,62.0,52.8,32.9,1,84.8
2023-05-17,TRANS_040,75.4,63.3,43.0,35.8,1,84.8
2023-05-17,TRANS_041,78.7,65.6,67.7,25.0,1,91.6
2023-05-17,TRANS_042,72.4,60.9,48.4,36.0,0,81.1
2023-05-17,TRANS_043,74.1,62.0,51.1,31.4,1,82.6
2023-05-17,TRANS_044,75.9,63.8,61.0,28.2,1,88.7
2023-05-17,TRANS_045,74.6,61.0,53.7,34.7,1,86.9
2023-05-17,TRANS_046,73.2,60.5,42.2,33.6,0,83.1
2023-05-17,TRANS_047,78.2,67.7,59.1,36.6,1,88.4
2023-05-17,TRANS_048,71.5,60.0,41.4,35.5,1,82.1
2023-05-17,TRANS_049,78.0,66.3,58.9,32.3,1,87.5
2023-05-17,TRANS_050,76.6,63.5,58.8,37.5,1,87.8
2023-05-18,TRANS_001,76.9,66.0,59.5,34.0,1,88.7
2023-05-18,TRANS_002,81.4,70.0,71.9,33.5,1,94.1
2023-05-18,TRANS_003,72.0,61.7,46.9,35.6,0,83.9
2023-05-18,TRANS_004,76.1,64.8,61.5,39.3,1,87.8
2023-05-18,TRANS_005,79.9,67.9,66.9,33.5,1,90.8
2023-05-18,TRANS_006,74.8,64.2,59.2,34.7,0,83.5
2023-05-18,TRANS_008,69.2,58.1,39.8,34.9,0,80.2
2023-05-18,TRANS_009,81.3,69.8,63.5,32.2,1,92.7
2023-05-18,TRANS_010,75.4,62.8,54.7,33.9,1,87.9
2023-05-18,TRANS_011,78.5,67.9,64.1,26.9,1,90.1
2023-05-18,TRANS_012,76.4,65.5,62.3,33.6,1,85.0
2023-05-18,TRANS_013,78.7,65.0,67.4,36.2,1,88.9
2023-05-18,TRANS_014,78.3,67.6,66.4,33.4,1,88.6
2023-05-18,TRANS_015,74.3,63.2,50.2,35.0,1,83.8
2023-05-18,TRANS_016,73.3,61.8,49.8,34.2,0,85.3
2023-05-18,TRANS_018,75.6,64.5,53.5,35.1,1,86.4
2023-05-18,TRANS_019,77.9,67.1,65.6,35.2,1,90.7
2023-05-18,TRANS_020,77.4,63.5,70.1,28.8,1,90.3
2023-05-18,TRANS_021,77.2,65.7,61.4,34.4,1,89.1
2023-05-18,TRANS_022,74.7,62.5,52.5,32.1,1,86.1
2023-05-18,TRANS_023,81.4,68.5,62.9,34.8,1,93.3
2023-05-18,TRANS_024,79.1,69.1,57.2,39.2,1,87.8
2023-05-18,TRANS_025,73.6,60.9,48.1,33.6,0,83.8
2023-05-18,TRANS_026,75.4,64.2,51.4,27.5,1,86.0
2023-05-18,TRANS_027,74.0,61.0,48.6,32.5,0,82.8
2023-05-18,TRANS_028,82.5,69.3,74.3,30.7,1,93.6
2023-05-18,TRANS_029,76.4,65.5,56.7,35.1,1,87.6
2023-05-18,TRANS_030,81.7,70.0,72.9,33.9,1,94.0
2023-05-18,TRANS_031,76.0,65.0,52.3,34.5,1,85.5
2023-05-18,TRANS_032,75.9,63.0,51.4,34.2,1,86.8
2023-05-18,TRANS_033,73.0,62.4,46.9,35.5,0,83.4
2023-05-18,TRANS_034,71.7,58.9,42.8,30.9,0,80.5
2023-05-18,TRANS_035,80.9,70.3,65.4,36.1,1,93.9
2023-05-18,TRANS_036,82.7,72.6,71.0,36.0,1,96.0
2023-05-18,TRANS_037,76.8,64.2,61.9,36.3,1,87.2
2023-05-18,TRANS_038,77.9,67.5,66.4,33.9,1,88.7
2023-05-18,TRANS_039,75.3,64.9,65.0,31.2,1,84.8
2023-05-18,TRANS_040,73.6,61.5,48.4,35.7,1,85.7
2023-05-18,TRANS_041,78.3,64.4,57.6,34.6,1,88.3
2023-05-18,TRANS_042,73.8,63.5,44.2,36.0,1,83.3
2023-05-18,TRANS_044,75.6,61.9,51.1,33.3,1,86.3
2023-05-18,TRANS_045,82.5,71.1,67.5,38.8,1,93.1
2023-05-18,TRANS_046,68.9,55.8,44.1,33.3,1,79.0
2023-05-18,TRANS_047,76.7,64.8,62.0,35.4,1,87.1
2023-05-18,TRANS_048,73.9,63.2,51.0,30.2,0,82.5
2023-05-18,TRANS_049,77.9,64.1,55.8,30.1,1,91.8
2023-05-18,TRANS_050,80.7,66.9,64.9,35.4,1,92.8
2023-05-19,TRANS_001,78.1,66.1,56.8,35.0,1,88.8
2023-05-19,TRANS_003,70.1,57.2,36.8,31.7,0,79.1
2023-05-19,TRANS_004,78.2,65.9,64.7,33.0,1,90.3
2023-05-19,TRANS_005,76.6,63.3,59.7,34.7,1,86.3
2023-05-19,TRANS_006,76.2,66.0,52.1,31.7,1,85.4
2023-05-19,TRANS_007,79.5,65.7,66.1,37.9,1,90.3
2023-05-19,TRANS_008,73.2,60.3,52.0,32.4,0,85.5
2023-05-19,TRANS_009,78.5,66.0,61.0,30.1,1,89.2
2023-05-19,TRANS_010,71.1,58.8,43.5,35.0,1,82.6
2023-05-19,TRANS_011,81.5,70.7,68.2,29.7,1,93.8
2023-05-19,TRANS_012,78.4,68.4,64.9,31.5,1,88.1
2023-05-19,TRANS_013,80.3,67.1,67.7,27.9,1,92.5
2023-05-19,TRANS_014,78.2,65.2,65.3,32.2,1,91.6
2023-05-19,TRANS_015,73.8,61.2,49.3,31.9,1,85.2
2023-05-19,TRANS_017,75.8,62.0,52.7,32.4,1,85.2
2023-05-19,TRANS_018,76.2,64.7,52.3,35.4,1,85.0
2023-05-19,TRANS_019,76.4,63.4,63.5,32.4,1,86.2
2023-05-19,TRANS_020,78.8,67.5,64.8,33.6,1,89.5
2023-05-19,TRANS_021,74.7,64.6,59.0,30.9,1,86.6
2023-05-19,TRANS_022,73.0,62.2,46.5,33.3,1,83.4
2023-05-19,TRANS_023,82.8,72.2,77.5,32.4,1,91.9
2023-05-19,TRANS_024,80.2,67.7,67.5,33.0,1,95.2
2023-05-19,TRANS_025,76.6,63.2,60.5,34.7,1,85.2
2023-05-19,TRANS_026,76.1,65.0,50.2,33.9,1,88.3
2023-05-19,TRANS_027,73.9,61.8,53.5,34.7,0,82.0
2023-05-19,TRANS_028,77.4,64.4,60.8,35.8,1,85.6
2023-05-19,TRANS_029,76.7,64.4,53.9,35.4,1,86.4
2023-05-19,TRANS_030,78.5,67.0,70.5,32.6,1,91.0
2023-05-19,TRANS_031,75.1,61.2,53.9,29.4,1,85.5
2023-05-19,TRANS_032,77.9,67.8,60.7,32.4,1,89.2
2023-05-19,TRANS_033,74.4,62.8,47.2,41.5,1,84.5
2023-05-19,TRANS_034,74.9,62.3,57.8,37.5,0,86.0
2023-05-19,TRANS_035,75.9,65.7,62.4,28.7,1,85.4
2023-05-19,TRANS_036,81.8,69.6,72.2,34.0,1,93.0
2023-05-19,TRANS_037,82.2,71.1,64.0,32.8,1,93.9
2023-05-19,TRANS_038,77.1,66.0,65.6,34.6,1,89.0
2023-05-19,TRANS_039,78.5,68.1,61.8,38.4,1,89.8
2023-05-19,TRANS_040,74.5,61.4,47.8,29.8,1,85.0
2023-05-19,TRANS_041,79.6,68.2,63.4,32.7,1,91.9
2023-05-19,TRANS_042,76.1,62.4,51.9,30.4,1,87.9
2023-05-19,TRANS_043,73.6,63.1,46.8,33.2,1,82.1
2023-05-19,TRANS_044,77.8,64.4,55.9,37.7,1,90.3
2023-05-19,TRANS_045,74.8,64.3,51.7,33.6,1,85.5
2023-05-19,TRANS_046,73.9,60.1,49.4,35.9,1,82.8
2023-05-19,TRANS_047,77.6,66.8,57.3,34.1,1,90.9
2023-05-19,TRANS_049,74.5,61.6,46.7,33.2,0,84.5
2023-05-19,TRANS_050,77.2,64.8,58.1,37.2,1,87.8
2023-05-20,TRANS_001,77.3,67.1,57.8,36.9,1,89.1
2023-05-20,TRANS_002,77.0,63.9,60.9,36.9,1,86.9
2023-05-20,TRANS_003,72.9,59.8,45.0,32.2,0,80.6
2023-05-20,TRANS_004,77.1,64.6,56.7,30.7,1,89.6
2023-05-20,TRANS_005,82.1,69.0,68.7,37.5,1,95.3
2023-05-20,TRANS_006,73.5,60.7,51.2,27.5,1,84.4
2023-05-20,TRANS_007,75.3,62.0,50.3,34.1,1,87.4
2023-05-20,TRANS_008,72.2,59.4,51.2,29.5,1,82.8
2023-05-20,TRANS_009,77.1,66.8,56.7,36.4,1,87.6
2023-05-20,TRANS_010,71.6,58.3,45.4,28.9,0,80.3
2023-05-20,TRANS_012,78.2,66.4,64.4,29.3,1,90.8
2023-05-20,TRANS_013,80.9,70.6,70.4,29.8,1,92.2
2023-05-20,TRANS_014,77.2,66.3,61.5,33.9,1,86.1
2023-05-20,TRANS_015,75.2,64.5,53.4,35.7,1,85.6
2023-05-20,TRANS_016,72.9,62.9,48.1,32.2,1,81.4
2023-05-20,TRANS_017,76.0,63.3,46.2,36.9,1,85.6
2023-05-20,TRANS_018,74.9,61.4,46.7,35.1,1,83.9
2023-05-20,TRANS_019,80.7,68.0,64.2,39.2,1,92.2
2023-05-20,TRANS_020,76.9,65.0,65.2,33.3,1,85.9
2023-05-20,TRANS_021,77.8,64.2,60.4,34.0,1,87.6
2023-05-20,TRANS_022,73.5,62.0,45.5,35.0,1,83.4
2023-05-20,TRANS_023,79.4,67.3,68.0,33.0,1,90.0
2023-05-20,TRANS_026,74.1,61.6,49.1,37.3,0,84.3
2023-05-20,TRANS_027,72.2,58.3,45.5,32.0,1,82.2
2023-05-20,TRANS_028,79.6,68.4,60.6,35.7,1,91.4
2023-05-20,TRANS_029,76.5,66.5,55.3,34.8,1,87.4
2023-05-20,TRANS_030,76.4,64.8,60.5,28.5,1,87.3
2023-05-20,TRANS_031,73.2,60.8,47.0,33.7,0,80.7
2023-05-20,TRANS_032,76.3,65.9,58.0,29.3,1,89.5
2023-05-20,TRANS_033,71.1,59.2,41.1,26.5,1,81.1
2023-05-20,TRANS_034,75.5,64.8,52.6,38.0,1,85.7
2023-05-20,TRANS_035,79.1,67.3,63.3,32.1,1,89.7
2023-05-20,TRANS_036,79.9,67.0,66.9,32.6,1,92.5
2023-05-20,TRANS_037,76.5,65.6,55.6,32.6,1,88.7
2023-05-20,TRANS_038,76.4,62.5,61.5,30.3,1,88.5
2023-05-20,TRANS_039,76.1,65.0,52.0,33.8,1,87.0
2023-05-20,TRANS_040,72.9,62.9,46.5,35.8,0,82.5
2023-05-20,TRANS_041,77.5,65.6,60.6,32.5,1,88.4
2023-05-20,TRANS_042,71.5,61.5,47.0,33.6,0,80.0
2023-05-20,TRANS_043,74.1,61.4,49.5,33.3,0,84.2
2023-05-20,TRANS_044,73.4,63.0,57.2,30.7,1,83.8
2023-05-20,TRANS_045,74.3,60.7,55.1,30.1,0,85.6
2023-05-20,TRANS_046,70.9,59.3,43.9,33.9,0,78.5
2023-05-20,TRANS_047,76.5,63.1,55.1,32.5,1,88.4
2023-05-20,TRANS_048,73.4,60.0,48.3,32.9,0,85.3
2023-05-20,TRANS_049,76.9,63.5,57.3,29.7,1,89.3
2023-05-20,TRANS_050,75.9,63.6,49.5,32.7,1,85.1
2023-05-21,TRANS_001,74.1,61.8,51.3,30.1,0,87.9
2023-05-21,TRANS_002,76.7,64.2,59.2,31.6,1,88.4
2023-05-21,TRANS_003,73.2,62.9,47.2,35.3,1,84.6
2023-05-21,TRANS_004,80.3,68.6,68.3,34.0,1,93.8
2023-05-21,TRANS_005,74.0,61.9,55.8,33.8,1,83.1
2023-05-21,TRANS_006,72.8,61.9,46.8,33.8,0,84.0
2023-05-21,TRANS_007,78.7,66.3,59.8,34.9,1,89.8
2023-05-21,TRANS_008,72.7,61.1,45.9,28.0,0,83.4
2023-05-21,TRANS_009,75.9,64.2,50.2,34.8,1,87.9
2023-05-21,TRANS_010,74.0,63.9,48.7,36.8,1,84.0
2023-05-21,TRANS_011,77.6,66.3,65.9,29.0,1,89.1
2023-05-21,TRANS_012,78.6,66.4,59.2,34.8,1,90.8
2023-05-21,TRANS_013,75.9,64.7,59.4,31.2,1,86.2
2023-05-21,TRANS_014,72.1,58.5,47.2,30.9,0,81.9
2023-05-21,TRANS_015,74.3,62.2,59.2,27.9,1,86.6
2023-05-21,TRANS_016,72.4,59.2,44.0,23.3,0,83.7
2023-05-21,TRANS_017,73.0,59.2,45.9,27.2,0,82.1
2023-05-21,TRANS_018,76.4,63.2,52.3,29.2,1,86.8
2023-05-21,TRANS_019,77.6,67.4,59.9,32.0,1,88.5
2023-05-21,TRANS_020,82.1,71.0,65.5,31.8,1,93.0
2023-05-21,TRANS_021,76.0,65.0,60.8,34.8,1,86.1
2023-05-21,TRANS_022,75.9,65.4,53.4,34.9,1,84.9
2023-05-21,TRANS_023,78.2,66.3,60.0,33.3,1,90.1
2023-05-21,TRANS_024,80.8,69.3,67.7,34.2,1,92.7
2023-05-21,TRANS_025,69.8,58.0,41.9,30.0,1,79.9
2023-05-21,TRANS_026,75.3,62.1,48.0,35.8,1,85.2
2023-05-21,TRANS_027,71.6,60.0,44.9,29.4,1,79.8
2023-05-21,TRANS_028,78.7,67.6,62.4,34.3,1,90.8
2023-05-21,TRANS_029,73.4,61.0,50.6,33.3,1,84.1
2023-05-21,TRANS_030,83.1,70.3,71.3,35.4,1,93.5
2023-05-21,TRANS_031,75.8,64.0,56.6,33.0,1,87.6
2023-05-21,TRANS_032,76.0,62.9,60.4,30.5,1,87.1
2023-05-21,TRANS_033,74.1,61.0,42.3,35.2,1,84.7
2023-05-21,TRANS_034,75.4,64.1,50.4,34.0,1,84.3
2023-05-21,TRANS_035,74.6,61.9,55.3,34.8,1,82.8
2023-05-21,TRANS_036,80.8,68.9,70.4,31.0,1,91.3
2023-05-21,TRANS_037,75.3,62.3,58.7,33.1,1,90.3
2023-05-21,TRANS_038,78.7,65.6,65.4,34.7,1,92.7
2023-05-21,TRANS_039,73.0,59.9,51.3,33.8,1,85.1
2023-05-21,TRANS_040,74.2,62.3,54.3,33.9,1,85.0
2023-05-21,TRANS_041,77.5,63.6,59.4,33.4,1,87.0
2023-05-21,TRANS_042,71.4,60.1,46.2,35.4,1,81.9
2023-05-21,TRANS_043,71.3,60.3,45.0,31.9,0,79.1
2023-05-21,TRANS_044,72.2,59.4,46.9,35.8,0,83.1
2023-05-21,TRANS_045,77.4,65.1,56.2,37.8,1,88.1
2023-05-21,TRANS_046,72.3,62.1,52.9,29.7,0,81.5
2023-05-21,TRANS_047,79.4,69.1,64.1,30.8,1,89.7
2023-05-21,TRANS_048,71.2,58.1,41.9,33.6,0,84.1
2023-05-21,TRANS_050,74.9,63.6,50.9,30.0,1,84.7
2023-05-22,TRANS_001,78.1,65.0,56.3,34.0,1,91.0
2023-05-22,TRANS_002,78.1,66.6,64.9,32.6,1,88.2
2023-05-22,TRANS_003,69.2,57.0,41.7,29.7,1,78.3
2023-05-22,TRANS_004,77.4,66.7,55.4,37.4,1,87.8
2023-05-22,TRANS_005,76.9,65.0,64.6,31.5,1,88.8
2023-05-22,TRANS_006,79.9,69.3,58.8,38.4,1,92.6
2023-05-22,TRANS_007,80.1,67.9,66.3,34.6,1,90.9
2023-05-22,TRANS_008,73.4,63.1,49.5,33.5,0,83.1
2023-05-22,TRANS_009,79.1,66.1,66.0,28.5,1,91.1
2023-05-22,TRANS_010,72.0,60.3,45.4,30.2,1,80.2
2023-05-22,TRANS_011,78.4,64.5,61.4,32.7,1,90.8
2023-05-22,TRANS_012,78.4,66.1,68.3,35.4,1,88.0
2023-05-22,TRANS_013,79.8,67.2,70.7,36.3,1,92.5
2023-05-22,TRANS_014,76.5,65.0,55.5,30.0,1,88.2
2023-05-22,TRANS_015,74.4,60.4,47.2,42.7,0,84.2
2023-05-22,TRANS_016,75.6,65.1,52.0,37.7,1,87.1
2023-05-22,TRANS_017,72.8,59.3,42.6,35.7,0,82.8
2023-05-22,TRANS_018,75.3,63.6,50.0,36.6,1,84.7
2023-05-22,TRANS_019,81.1,68.5,65.6,36.2,1,92.8
2023-05-22,TRANS_020,78.2,64.8,63.6,28.5,1,89.9
2023-05-22,TRANS_021,77.7,66.5,60.0,32.3,1,89.9
2023-05-22,TRANS_022,76.7,63.9,51.9,38.8,1,87.0
2023-05-22,TRANS_023,79.0,68.3,65.9,32.7,1,90.2
2023-05-22,TRANS_024,75.5,64.4,54.1,31.9,1,84.5
2023-05-22,TRANS_025,72.0,60.1,44.4,28.4,0,79.8
2023-05-22,TRANS_026,71.5,61.0,47.8,33.0,0,82.4
2023-05-22,TRANS_027,77.0,65.6,54.4,35.1,1,87.2
2023-05-22,TRANS_028,78.3,66.2,57.0,36.4,1,88.0
2023-05-22,TRANS_029,74.1,60.7,53.0,36.1,1,85.2
2023-05-22,TRANS_030,79.0,68.8,74.8,32.0,1,90.0
2023-05-22,TRANS_031,76.0,63.0,51.6,37.8,1,84.1
2023-05-22,TRANS_032,75.8,65.2,56.4,31.0,1,86.3
2023-05-22,TRANS_033,76.8,66.4,53.7,31.8,1,85.9
2023-05-22,TRANS_034,76.7,64.2,56.4,32.7,1,89.5
2023-05-22,TRANS_035,78.3,66.0,63.5,30.2,1,89.4
2023-05-22,TRANS_036,82.8,71.9,71.5,26.9,1,96.3
2023-05-22,TRANS_037,72.6,60.2,53.9,30.0,0,82.0
2023-05-22,TRANS_038,79.6,68.1,58.7,37.0,1,90.0
2023-05-22,TRANS_039,82.0,69.0,71.2,30.4,1,94.7
2023-05-22,TRANS_040,74.3,61.4,47.3,36.5,0,84.3
2023-05-22,TRANS_042,72.4,62.0,41.0,31.0,0,80.9
2023-05-22,TRANS_043,74.4,60.7,45.4,34.6,1,83.7
2023-05-22,TRANS_044,79.9,68.5,59.4,34.9,1,92.6
2023-05-22,TRANS_045,74.0,63.7,52.8,29.4,1,84.0
2023-05-22,TRANS_046,76.6,64.1,47.6,36.9,1,83.6
2023-05-22,TRANS_047,75.8,63.3,57.1,32.1,1,87.0
2023-05-22,TRANS_048,75.4,61.5,46.5,32.5,1,84.2
2023-05-22,TRANS_049,74.4,64.3,46.2,29.5,0,84.7
2023-05-22,TRANS_050,78.8,65.5,56.8,31.5,1,90.9
2023-05-23,TRANS_001,73.9,62.7,51.6,32.7,0,84.8
2023-05-23,TRANS_002,78.1,65.8,61.4,35.5,1,89.4
2023-05-23,TRANS_004,76.0,65.9,64.7,33.4,1,85.1
2023-05-23,TRANS_005,76.4,65.1,59.6,33.5,1,87.7
2023-05-23,TRANS_006,69.9,56.7,50.3,28.2,0,79.1
2023-05-23,TRANS_007,79.0,66.7,61.4,31.5,1,90.5
2023-05-23,TRANS_008,78.4,65.5,61.7,29.0,1,90.3
2023-05-23,TRANS_009,82.1,70.3,71.0,31.6,1,93.0
2023-05-23,TRANS_010,75.9,65.1,48.4,35.1,1,86.9
2023-05-23,TRANS_011,76.9,66.6,67.3,32.9,1,88.4
2023-05-23,TRANS_012,75.9,63.2,58.2,33.2,1,85.3
2023-05-23,TRANS_013,83.0,69.6,73.7,35.9,1,93.6
2023-05-23,TRANS_014,76.0,64.9,56.7,33.4,1,86.1
2023-05-23,TRANS_015,75.2,61.2,53.5,38.0,1,84.4
2023-05-23,TRANS_016,71.9,58.8,45.0,35.9,0,80.8
2023-05-23,TRANS_017,75.2,65.0,51.4,36.0,1,86.1
2023-05-23,TRANS_018,72.5,61.1,47.0,33.5,0,81.8
2023-05-23,TRANS_019,78.5,64.6,65.0,25.5,1,90.4
2023-05-23,TRANS_020,81.7,71.5,75.2,30.2,1,93.9
2023-05-23,TRANS_021,77.9,64.4,61.0,36.5,1,88.6
2023-05-23,TRANS_023,79.3,65.9,68.5,29.9,1,90.5
2023-05-23,TRANS_024,77.9,67.8,61.6,34.0,1,91.8
2023-05-23,TRANS_025,74.2,61.4,54.6,32.2,1,87.1
2023-05-23,TRANS_026,72.3,61.7,43.6,34.5,1,82.7
2023-05-23,TRANS_027,75.1,63.8,51.8,33.6,1,86.1
2023-05-23,TRANS_028,81.2,67.8,69.2,37.0,1,93.3
2023-05-23,TRANS_029,75.9,62.9,57.6,33.0,1,85.3
2023-05-23,TRANS_030,83.0,71.5,76.4,35.7,1,94.8
2023-05-23,TRANS_031,72.6,59.2,53.8,36.6,0,82.9
2023-05-23,TRANS_033,71.8,60.0,43.5,32.2,1,81.0
2023-05-23,TRANS_034,75.4,64.7,63.3,26.7,1,84.6
2023-05-23,TRANS_035,75.6,65.2,55.3,27.5,1,87.7
2023-05-23,TRANS_036,84.1,71.1,80.4,31.5,1,98.0
2023-05-23,TRANS_037,77.6,63.7,56.0,31.9,1,88.2
2023-05-23,TRANS_038,78.1,65.7,63.5,32.8,1,88.3
2023-05-23,TRANS_039,74.6,62.4,53.5,32.4,1,85.1
2023-05-23,TRANS_040,75.5,63.5,46.3,36.1,1,86.5
2023-05-23,TRANS_041,80.9,68.6,60.4,34.2,1,92.9
2023-05-23,TRANS_042,74.5,61.5,43.7,37.0,0,83.4
2023-05-23,TRANS_043,73.0,59.8,53.7,30.8,0,82.5
2023-05-23,TRANS_044,77.3,66.5,58.8,32.6,1,88.7
2023-05-23,TRANS_045,77.1,66.4,65.0,36.0,1,88.8
2023-05-23,TRANS_046,73.8,60.1,48.0,32.4,0,84.4
2023-05-23,TRANS_047,74.6,64.4,50.9,33.4,1,85.9
2023-05-23,TRANS_048,74.2,62.8,48.7,31.3,1,84.4
2023-05-23,TRANS_049,76.0,62.6,53.9,32.0,1,86.8
2023-05-23,TRANS_050,78.0,64.7,57.2,34.2,1,89.4
2023-05-24,TRANS_001,74.2,61.5,58.0,31.8,1,85.4
2023-05-24,TRANS_002,79.6,67.7,63.4,33.9,1,91.9
2023-05-24,TRANS_003,73.1,60.6,48.3,33.2,1,84.6
2023-05-24,TRANS_004,74.8,63.2,55.4,32.2,1,85.8
2023-05-24,TRANS_005,77.2,64.4,65.6,32.1,1,90.6
2023-05-24,TRANS_006,74.6,63.0,50.0,30.4,0,86.0
2023-05-24,TRANS_007,71.3,58.8,54.4,25.3,1,82.9
2023-05-24,TRANS_008,75.3,65.2,52.5,39.5,1,86.4
2023-05-24,TRANS_009,73.7,63.7,55.6,36.5,1,84.7
2023-05-24,TRANS_010,73.0,60.4,48.2,35.3,0,82.8
2023-05-24,TRANS_011,77.8,64.2,64.2,27.4,1,89.8
2023-05-24,TRANS_012,80.6,68.8,66.1,29.7,1,90.3
2023-05-24,TRANS_013,78.4,67.9,68.3,35.1,1,90.2
2023-05-24,TRANS_014,76.9,66.4,51.5,33.9,1,86.0
2023-05-24,TRANS_015,71.5,59.5,50.1,33.8,1,80.4
2023-05-24,TRANS_016,74.8,64.3,45.8,35.8,1,84.9
2023-05-24,TRANS_017,73.4,59.5,46.3,32.1,1,82.0
2023-05-24,TRANS_018,74.3,62.1,47.5,34.4,1,83.1
2023-05-24,TRANS_019,78.1,67.8,66.4,31.9,1,88.6
2023-05-24,TRANS_020,78.5,68.3,63.9,34.0,1,90.9
2023-05-24,TRANS_021,74.6,63.5,56.6,30.2,0,85.4
2023-05-24,TRANS_022,73.3,62.0,48.0,33.9,1,83.6
2023-05-24,TRANS_023,78.5,68.3,66.3,32.4,1,90.0
2023-05-24,TRANS_024,77.1,65.2,59.5,29.3,1,90.3
2023-05-24,TRANS_025,73.8,61.9,52.5,29.2,0,86.1
2023-05-24,TRANS_026,77.1,63.9,55.0,32.7,1,88.7
2023-05-24,TRANS_027,76.8,66.0,58.0,31.1,1,87.3
2023-05-24,TRANS_028,74.0,61.6,56.1,28.3,0,86.2
2023-05-24,TRANS_029,71.6,61.4,49.0,28.7,1,82.0
2023-05-24,TRANS_030,82.8,70.9,80.1,27.0,1,95.5
2023-05-24,TRANS_031,71.4,59.0,52.8,33.8,0,82.5
2023-05-24,TRANS_032,74.1,63.0,57.0,29.1,1,86.1
2023-05-24,TRANS_033,71.6,61.2,36.1,34.1,1,82.8
2023-05-24,TRANS_034,75.3,64.0,51.3,29.4,1,87.1
2023-05-24,TRANS_035,77.9,64.9,64.0,34.2,1,89.5
2023-05-24,TRANS_036,80.6,69.4,70.4,34.1,1,92.6
2023-05-24,TRANS_037,75.5,61.6,57.7,34.2,1,88.0
2023-05-24,TRANS_038,79.1,67.4,66.7,34.4,1,90.8
2023-05-24,TRANS_039,77.5,66.9,59.1,29.8,1,88.9
2023-05-24,TRANS_040,73.5,60.4,45.8,29.8,0,82.1
2023-05-24,TRANS_041,81.3,69.8,61.1,37.4,1,93.1
2023-05-24,TRANS_042,69.8,58.8,40.3,30.1,1,80.6
2023-05-24,TRANS_043,74.2,61.3,52.1,29.4,0,85.3
2023-05-24,TRANS_044,72.7,59.7,50.6,32.2,1,82.4
2023-05-24,TRANS_045,76.5,65.0,55.5,32.9,1,87.0
2023-05-24,TRANS_046,71.4,58.2,45.0,33.8,1,80.5
2023-05-24,TRANS_048,73.8,62.7,50.5,31.8,0,86.3
2023-05-24,TRANS_049,74.6,61.9,52.6,31.6,1,85.6
2023-05-24,TRANS_050,78.2,65.8,62.5,34.5,1,92.2
2023-05-25,TRANS_001,71.7,61.0,52.3,30.3,1,83.8
2023-05-25,TRANS_003,73.0,60.9,53.6,27.4,0,82.2
